match_id,over_id,ball_id,innings_no,team_batting,team_bowling,striker_batting_position,striker,non_striker,bowler
335996,8,3,2,7,4,4,71,46,77
335996,8,4,1,4,7,1,24,26,71
335996,8,4,2,7,4,4,71,46,77
335996,8,5,1,4,7,1,24,26,71
335996,8,5,2,7,4,4,71,46,77
335996,8,6,1,4,7,1,24,26,71
335996,8,6,2,7,4,3,46,71,77
335996,8,7,2,7,4,4,71,46,77
335996,9,1,1,4,7,3,26,24,50
335996,9,1,2,7,4,4,71,46,67
335996,9,2,1,4,7,4,27,26,50
335996,9,2,2,7,4,4,71,46,67
335996,9,3,1,4,7,4,27,26,50
335996,9,3,2,7,4,4,71,46,67
335996,9,4,1,4,7,3,26,27,50
335996,9,4,2,7,4,4,71,46,67
335996,9,5,1,4,7,4,27,26,50
335996,9,5,2,7,4,5,79,46,67
335996,9,6,1,4,7,3,26,27,50
335996,9,6,2,7,4,5,79,46,67
335996,10,1,1,4,7,4,27,26,71
335996,10,1,2,7,4,3,46,79,78
335996,10,2,1,4,7,3,26,27,71
335996,10,2,2,7,4,6,49,79,78
335996,10,3,1,4,7,3,26,27,71
335996,10,3,2,7,4,6,49,79,78
335996,10,4,1,4,7,3,26,27,71
335996,10,4,2,7,4,5,79,49,78
335996,10,5,1,4,7,3,26,27,71
335996,10,5,2,7,4,5,79,49,78
335996,10,6,1,4,7,4,27,26,71
335996,10,6,2,7,4,5,79,49,78
335996,11,1,1,4,7,3,26,27,49
335996,11,1,2,7,4,5,79,49,67
335996,11,2,1,4,7,4,27,26,49
335996,11,2,2,7,4,6,49,79,67
335996,11,3,1,4,7,4,27,26,49
335996,11,3,2,7,4,6,49,79,67
335996,11,4,1,4,7,4,27,26,49
335996,11,4,2,7,4,6,49,79,67
335996,11,5,1,4,7,3,26,27,49
335996,11,5,2,7,4,6,49,79,67
335996,11,6,1,4,7,4,27,26,49
335996,11,6,2,7,4,6,49,79,67
335996,12,1,1,4,7,5,76,26,80
335996,12,1,2,7,4,5,79,49,78
335996,12,2,1,4,7,5,76,26,80
335996,12,2,2,7,4,5,79,49,78
335996,12,3,1,4,7,3,26,76,80
335996,12,3,2,7,4,6,49,79,78
335996,12,4,1,4,7,3,26,76,80
335996,12,4,2,7,4,6,49,79,78
335996,12,5,1,4,7,5,76,26,80
335996,12,5,2,7,4,6,49,79,78
335996,12,6,1,4,7,5,76,26,80
335996,12,6,2,7,4,5,79,49,78
335996,13,1,1,4,7,5,76,26,72
335996,13,1,2,7,4,6,49,79,67
335996,13,2,1,4,7,3,26,76,72
335996,13,2,2,7,4,5,79,49,67
335996,13,3,1,4,7,3,26,76,72
335996,13,3,2,7,4,7,48,49,67
335996,13,4,1,4,7,3,26,76,72
335996,13,4,2,7,4,6,49,48,67
335996,13,5,1,4,7,5,76,26,72
335996,13,5,2,7,4,7,48,49,67
335996,13,6,1,4,7,3,26,76,72
335996,13,6,2,7,4,6,49,48,67
335996,14,1,1,4,7,3,26,76,73
335996,14,1,2,7,4,7,48,49,29
335996,14,2,1,4,7,5,76,26,73
335996,14,2,2,7,4,8,50,49,29
335996,14,3,1,4,7,3,26,76,73
335996,14,3,2,7,4,9,72,49,29
335996,14,4,1,4,7,5,76,26,73
335996,14,4,2,7,4,6,49,72,29
335996,14,5,1,4,7,5,76,26,73
335996,14,5,2,7,4,9,72,49,29
335996,14,6,1,4,7,6,64,26,73
335996,14,6,2,7,4,6,49,72,29
335996,15,1,1,4,7,6,64,26,72
335996,15,1,2,7,4,6,49,72,66
335996,15,2,1,4,7,3,26,64,72
335996,15,2,2,7,4,9,72,49,66
335996,15,3,1,4,7,3,26,64,72
335996,15,3,2,7,4,6,49,72,66
335996,15,4,1,4,7,3,26,64,72
335996,15,4,2,7,4,6,49,72,66
335996,15,5,1,4,7,3,26,64,72
335996,15,5,2,7,4,6,49,72,66
335996,15,6,1,4,7,6,64,26,72
335996,15,6,2,7,4,9,72,49,66
335996,16,1,1,4,7,3,26,64,71
335996,16,1,2,7,4,6,49,72,77
335996,16,2,1,4,7,3,26,64,71
335996,16,2,2,7,4,6,49,72,77
335996,16,3,1,4,7,3,26,64,71
335996,16,3,2,7,4,10,80,72,77
335996,16,4,1,4,7,3,26,64,71
335996,16,4,2,7,4,10,80,72,77
335996,16,5,1,4,7,6,64,26,71
335996,16,5,2,7,4,10,80,72,77
335996,16,6,1,4,7,6,64,26,71
335996,16,6,2,7,4,10,80,72,77
335996,17,1,1,4,7,6,64,26,50
335996,17,1,2,7,4,9,72,80,66
335996,17,2,1,4,7,3,26,64,50
335996,17,2,2,7,4,10,80,72,66
335996,17,3,1,4,7,3,26,64,50
335996,17,3,2,7,4,10,80,72,66
335996,17,4,1,4,7,6,64,26,50
335996,17,4,2,7,4,10,80,72,66
335996,17,5,1,4,7,7,65,26,50
335996,17,5,2,7,4,10,80,72,66
335996,17,6,1,4,7,7,65,26,50
335996,17,6,2,7,4,10,80,72,66
335996,18,1,1,4,7,3,26,65,80
335996,18,1,2,7,4,9,72,80,77
335996,18,2,1,4,7,3,26,65,80
335996,18,2,2,7,4,9,72,80,77
335996,18,3,1,4,7,7,65,26,80
335996,18,3,2,7,4,11,73,80,77
335996,18,4,1,4,7,7,65,26,80
335996,18,4,2,7,4,11,73,80,77
335996,18,5,1,4,7,3,26,66,80
335996,18,5,2,7,4,10,80,73,77
335996,18,6,1,4,7,8,66,26,80
335996,18,6,2,7,4,10,80,73,77
335996,18,7,1,4,7,8,66,26,80
335996,18,7,2,7,4,11,73,80,77
335996,19,1,1,4,7,3,26,66,50
335996,19,1,2,7,4,10,80,73,78
335996,19,2,1,4,7,3,26,66,50
335996,19,2,2,7,4,10,80,73,78
335996,19,3,1,4,7,8,66,67,50
335996,19,3,2,7,4,10,80,73,78
335996,19,4,1,4,7,8,66,67,50
335996,19,4,2,7,4,10,80,73,78
335996,19,5,1,4,7,8,66,67,50
335996,19,5,2,7,4,10,80,73,78
335996,19,6,1,4,7,8,66,67,50
335996,19,6,2,7,4,11,73,80,78
335996,19,7,1,4,7,9,67,66,50
335996,19,7,2,7,4,10,80,73,78
335996,20,1,1,4,7,8,66,77,80
335996,20,1,2,7,4,11,73,80,29
335996,20,2,1,4,7,10,77,66,80
335996,20,2,2,7,4,11,73,80,29
335996,20,3,1,4,7,11,78,66,80
335996,20,3,2,7,4,11,73,80,29
335996,20,4,1,4,7,11,78,66,80
335996,20,4,2,7,4,11,73,80,29
335996,20,5,1,4,7,8,66,78,80
335996,20,5,2,7,4,11,73,80,29
335996,20,6,1,4,7,8,66,78,80
335996,20,6,2,7,4,11,73,80,29
335997,1,1,1,2,5,1,51,6,32
335997,1,1,2,5,2,1,74,36,14
335997,1,2,1,2,5,2,6,51,32
335997,1,2,2,5,2,1,74,36,14
335997,1,3,1,2,5,1,51,52,32
335997,1,3,2,5,2,2,36,74,14
335997,1,4,1,2,5,1,51,52,32
335997,1,4,2,5,2,2,36,74,14
335997,1,5,1,2,5,1,51,52,32
335997,1,5,2,5,2,3,31,74,14
335997,1,6,1,2,5,1,51,52,32
335997,1,6,2,5,2,3,31,74,14
335997,2,1,1,2,5,3,52,51,102
335997,2,1,2,5,2,1,74,31,15
335997,2,2,1,2,5,3,52,51,102
335997,2,2,2,5,2,3,31,74,15
335997,2,3,1,2,5,1,51,52,102
335997,2,3,2,5,2,3,31,74,15
335997,2,4,1,2,5,1,51,52,102
335997,2,4,2,5,2,3,31,74,15
335997,2,5,1,2,5,3,52,51,102
335997,2,5,2,5,2,3,31,74,15
335997,2,6,1,2,5,3,52,51,102
335997,2,6,2,5,2,3,31,74,15
335997,2,7,1,2,5,3,52,51,102
335997,3,1,1,2,5,1,51,52,32
335997,3,1,2,5,2,1,74,31,14
335997,3,2,1,2,5,1,51,52,32
335997,3,2,2,5,2,3,31,74,14
335997,3,3,1,2,5,3,52,9,32
335997,3,3,2,5,2,3,31,74,14
335997,3,4,1,2,5,3,52,9,32
335997,3,4,2,5,2,1,74,31,14
335997,3,5,1,2,5,4,9,52,32
335997,3,5,2,5,2,3,31,74,14
335997,3,6,1,2,5,4,9,52,32
335997,3,6,2,5,2,3,31,74,14
335997,4,1,1,2,5,3,52,9,102
335997,4,1,2,5,2,1,74,31,15
335997,4,2,1,2,5,3,52,9,102
335997,4,2,2,5,2,3,31,74,15
335997,4,3,1,2,5,3,52,9,102
335997,4,3,2,5,2,1,74,32,15
335997,4,4,1,2,5,3,52,9,102
335997,4,4,2,5,2,1,74,32,15
335997,4,5,1,2,5,3,52,9,102
335997,4,5,2,5,2,1,74,32,15
335997,4,6,1,2,5,3,52,9,102
335997,4,6,2,5,2,4,32,74,15
335997,5,1,1,2,5,4,9,52,32
335997,5,1,2,5,2,1,74,32,81
335997,5,2,1,2,5,4,9,52,32
335997,5,2,2,5,2,4,32,74,81
335997,5,3,1,2,5,4,9,52,32
335997,5,3,2,5,2,4,32,74,81
335997,5,4,1,2,5,3,52,9,32
335997,5,4,2,5,2,1,74,32,81
335997,5,5,1,2,5,3,52,9,32
335997,5,5,2,5,2,1,74,32,81
335997,5,6,1,2,5,3,52,9,32
335997,5,6,2,5,2,1,74,32,81
335997,5,7,2,5,2,4,32,74,81
335997,6,1,1,2,5,4,9,52,126
335997,6,1,2,5,2,1,74,32,15
335997,6,2,1,2,5,4,9,52,126
335997,6,2,2,5,2,1,74,32,15
335997,6,3,1,2,5,4,9,52,126
335997,6,3,2,5,2,1,74,32,15
335997,6,4,1,2,5,3,52,9,126
335997,6,4,2,5,2,4,32,74,15
335997,6,5,1,2,5,3,52,9,126
335997,6,5,2,5,2,4,32,74,15
335997,6,6,1,2,5,3,52,9,126
335997,6,6,2,5,2,1,74,32,15
335997,7,1,1,2,5,4,9,52,39
335997,7,1,2,5,2,4,32,74,81
335997,7,2,1,2,5,3,52,9,39
335997,7,2,2,5,2,1,74,32,81
335997,7,3,1,2,5,4,9,52,39
335997,7,3,2,5,2,1,74,32,81
335997,7,4,1,2,5,5,8,52,39
335997,7,4,2,5,2,4,32,74,81
335997,7,5,1,2,5,5,8,52,39
335997,7,5,2,5,2,1,74,32,81
335997,7,6,1,2,5,5,8,52,39
335997,7,6,2,5,2,1,74,32,81
335997,7,7,1,2,5,5,8,52,39
335997,7,8,1,2,5,5,8,52,39
335997,8,1,1,2,5,5,8,52,126
335997,8,1,2,5,2,4,32,74,124
335997,8,2,1,2,5,3,52,8,126
335997,8,2,2,5,2,4,32,74,124
335997,8,3,1,2,5,5,8,11,126
335997,8,3,2,5,2,4,32,74,124
335997,8,4,1,2,5,6,11,8,126
335997,8,4,2,5,2,4,32,74,124
335997,8,5,1,2,5,5,8,11,126
335997,8,5,2,5,2,4,32,74,124
335997,8,6,1,2,5,6,11,8,126
335997,8,6,2,5,2,1,74,32,124
335997,9,1,1,2,5,5,8,11,39
335997,9,1,2,5,2,4,32,74,9
335997,9,2,1,2,5,5,8,11,39
335997,9,2,2,5,2,1,74,32,9
335997,9,3,1,2,5,6,11,8,39
335997,9,3,2,5,2,4,32,74,9
335997,9,4,1,2,5,5,8,11,39
335997,9,4,2,5,2,1,74,32,9
335997,9,5,1,2,5,5,8,11,39
335997,9,5,2,5,2,1,74,32,9
335997,9,6,1,2,5,5,8,11,39
335997,9,6,2,5,2,1,74,32,9
335997,10,1,1,2,5,6,11,8,126
335997,10,1,2,5,2,4,32,74,124
335997,10,2,1,2,5,5,8,11,126
335997,10,2,2,5,2,1,74,32,124
335997,10,3,1,2,5,5,8,11,126
335997,10,3,2,5,2,1,74,32,124
335997,10,4,1,2,5,5,8,11,126
335997,10,4,2,5,2,4,32,74,124
335997,10,5,1,2,5,7,14,11,126
335997,10,5,2,5,2,4,32,74,124
335997,10,6,1,2,5,7,14,11,126
335997,10,6,2,5,2,4,32,74,124
335997,10,7,2,5,2,4,32,74,124
335997,11,1,1,2,5,6,11,14,102
335997,11,1,2,5,2,1,74,32,16
335997,11,2,1,2,5,6,11,14,102
335997,11,2,2,5,2,4,32,74,16
335997,11,3,1,2,5,7,14,11,102
335997,11,3,2,5,2,4,32,74,16
335997,11,4,1,2,5,7,14,11,102
335997,11,4,2,5,2,4,32,74,16
335997,11,5,1,2,5,7,14,11,102
335997,11,5,2,5,2,1,74,32,16
335997,11,6,1,2,5,7,14,11,102
335997,11,6,2,5,2,1,74,32,16
335997,12,1,1,2,5,6,11,14,38
335997,12,1,2,5,2,4,32,74,124
335997,12,2,1,2,5,6,11,14,38
335997,12,2,2,5,2,1,74,32,124
335997,12,3,1,2,5,6,11,14,38
335997,12,3,2,5,2,4,32,74,124
335997,12,4,1,2,5,6,11,14,38
335997,12,4,2,5,2,4,32,74,124
335997,12,5,1,2,5,8,16,14,38
335997,12,5,2,5,2,4,32,74,124
335997,12,6,1,2,5,8,16,14,38
335997,12,6,2,5,2,1,74,32,124
335997,13,1,1,2,5,7,14,16,31
335997,13,1,2,5,2,1,74,32,16
335997,13,2,1,2,5,7,14,16,31
335997,13,2,2,5,2,4,32,74,16
335997,13,3,1,2,5,8,16,14,31
335997,13,3,2,5,2,4,32,74,16
335997,13,4,1,2,5,7,14,16,31
335997,13,4,2,5,2,4,32,74,16
335997,13,5,1,2,5,7,14,16,31
335997,13,5,2,5,2,4,32,74,16
335997,13,6,1,2,5,8,16,14,31
335997,13,6,2,5,2,1,74,32,16
335997,14,1,1,2,5,8,16,14,38
335997,14,1,2,5,2,4,32,74,14
335997,14,2,1,2,5,7,14,16,38
335997,14,2,2,5,2,4,32,74,14
335997,14,3,1,2,5,7,14,16,38
335997,14,3,2,5,2,4,32,74,14
335997,14,4,1,2,5,8,16,14,38
335997,14,4,2,5,2,4,32,74,14
335997,14,5,1,2,5,8,16,14,38
335997,14,5,2,5,2,4,32,74,14
335997,14,6,1,2,5,8,16,14,38
335997,14,6,2,5,2,4,32,74,14
335997,15,1,1,2,5,7,14,15,39
335997,15,1,2,5,2,1,74,32,124
335997,15,2,1,2,5,7,14,15,39
335997,15,2,2,5,2,4,32,74,124
335997,15,3,1,2,5,7,14,15,39
335997,15,3,2,5,2,1,74,32,124
335997,15,4,1,2,5,7,14,15,39
335997,15,4,2,5,2,1,74,32,124
335997,15,5,1,2,5,9,15,14,39
335997,15,5,2,5,2,4,32,74,124
335997,15,6,1,2,5,9,15,14,39
335997,15,6,2,5,2,4,32,74,124
335997,16,1,1,2,5,7,14,15,38
335997,16,1,2,5,2,4,32,74,16
335997,16,2,1,2,5,7,14,15,38
335997,16,2,2,5,2,4,32,74,16
335997,16,3,1,2,5,7,14,15,38
335997,16,3,2,5,2,1,74,32,16
335997,16,4,1,2,5,7,14,15,38
335997,16,4,2,5,2,1,74,32,16
335997,16,5,1,2,5,7,14,15,38
335997,16,5,2,5,2,1,74,32,16
335997,16,6,1,2,5,9,15,14,38
335997,16,6,2,5,2,1,74,32,16
335997,17,1,1,2,5,7,14,15,102
335997,17,1,2,5,2,5,33,32,15
335997,17,2,1,2,5,9,15,14,102
335997,17,2,2,5,2,5,33,32,15
335997,17,3,1,2,5,9,15,14,102
335997,17,3,2,5,2,5,33,32,15
335997,17,4,1,2,5,9,15,14,102
335997,17,4,2,5,2,5,33,32,15
335997,17,5,1,2,5,9,15,14,102
335997,17,5,2,5,2,5,33,32,15
335997,17,6,1,2,5,9,15,14,102
335997,17,6,2,5,2,5,33,32,15
335997,18,1,1,2,5,9,15,14,38
335997,18,1,2,5,2,4,32,33,16
335997,18,2,1,2,5,7,14,15,38
335997,18,3,1,2,5,7,14,15,38
335997,18,4,1,2,5,7,14,15,38
335997,18,5,1,2,5,7,14,15,38
335997,18,6,1,2,5,9,15,14,38
335997,19,1,1,2,5,9,15,14,39
335997,19,2,1,2,5,9,15,14,39
335997,19,3,1,2,5,9,15,14,39
335997,19,4,1,2,5,7,14,15,39
335997,19,5,1,2,5,7,14,15,39
335997,19,6,1,2,5,7,14,15,39
335997,20,1,1,2,5,9,15,14,32
335997,20,2,1,2,5,7,14,15,32
335997,20,3,1,2,5,9,15,81,32
335997,20,4,1,2,5,10,81,15,32
335997,20,5,1,2,5,9,15,81,32
335997,20,6,1,2,5,9,15,81,32
335997,20,7,1,2,5,9,15,81,32
335998,1,1,1,1,3,1,1,2,22
335998,1,1,2,3,1,1,17,18,106
335998,1,2,1,1,3,1,1,2,22
335998,1,2,2,3,1,1,17,18,106
335998,1,3,1,1,3,2,2,1,22
335998,1,3,2,3,1,1,17,18,106
335998,1,4,1,1,3,2,2,1,22
335998,1,4,2,3,1,1,17,18,106
335998,1,5,1,1,3,1,1,2,22
335998,1,5,2,3,1,1,17,18,106
335998,1,6,1,1,3,1,1,2,22
335998,1,6,2,3,1,1,17,18,106
335998,1,7,2,3,1,1,17,18,106
335998,2,1,1,1,3,2,2,1,120
335998,2,1,2,3,1,2,18,17,84
335998,2,2,1,1,3,2,2,1,120
335998,2,2,2,3,1,2,18,17,84
335998,2,3,1,1,3,2,2,1,120
335998,2,3,2,3,1,1,17,18,84
335998,2,4,1,1,3,2,2,1,120
335998,2,4,2,3,1,1,17,18,84
335998,2,5,1,1,3,2,2,1,120
335998,2,5,2,3,1,1,17,18,84
335998,2,6,1,1,3,2,2,1,120
335998,2,6,2,3,1,1,17,18,84
335998,2,7,1,1,3,2,2,1,120
335998,3,1,1,1,3,2,2,1,22
335998,3,1,2,3,1,2,18,17,106
335998,3,2,1,1,3,2,2,1,22
335998,3,2,2,3,1,2,18,17,106
335998,3,3,1,1,3,2,2,1,22
335998,3,3,2,3,1,2,18,17,106
335998,3,4,1,1,3,3,3,1,22
335998,3,4,2,3,1,2,18,17,106
335998,3,5,1,1,3,4,62,1,22
335998,3,5,2,3,1,1,17,18,106
335998,3,6,1,1,3,4,62,1,22
335998,3,6,2,3,1,1,17,18,106
335998,3,7,2,3,1,1,17,18,106
335998,4,1,1,1,3,1,1,62,120
335998,4,1,2,3,1,2,18,17,84
335998,4,2,1,1,3,4,62,1,120
335998,4,2,2,3,1,1,17,18,84
335998,4,3,1,1,3,4,62,1,120
335998,4,3,2,3,1,1,17,18,84
335998,4,4,1,1,3,4,62,1,120
335998,4,4,2,3,1,1,17,18,84
335998,4,5,1,1,3,4,62,1,120
335998,4,5,2,3,1,2,18,17,84
335998,4,6,1,1,3,4,62,1,120
335998,4,6,2,3,1,2,18,17,84
335998,4,7,2,3,1,2,18,17,84
335998,5,1,1,1,3,4,62,1,435
335998,5,1,2,3,1,1,17,18,106
335998,5,2,1,1,3,4,62,1,435
335998,5,2,2,3,1,1,17,18,106
335998,5,3,1,1,3,4,62,1,435
335998,5,3,2,3,1,2,18,17,106
335998,5,4,1,1,3,4,62,1,435
335998,5,4,2,3,1,2,18,17,106
335998,5,5,1,1,3,4,62,1,435
335998,5,5,2,3,1,2,18,17,106
335998,5,6,1,1,3,4,62,1,435
335998,5,6,2,3,1,1,17,18,106
335998,6,1,1,1,3,1,1,62,120
335998,6,1,2,3,1,2,18,17,82
335998,6,2,1,1,3,1,1,62,120
335998,6,2,2,3,1,2,18,17,82
335998,6,3,1,1,3,4,62,1,120
335998,6,3,2,3,1,2,18,17,82
335998,6,4,1,1,3,4,62,1,120
335998,6,4,2,3,1,1,17,18,82
335998,6,5,1,1,3,4,62,1,120
335998,6,5,2,3,1,2,18,17,82
335998,6,6,1,1,3,5,4,1,120
335998,6,6,2,3,1,2,18,17,82
335998,7,1,1,1,3,1,1,4,121
335998,7,1,2,3,1,1,17,18,4
335998,7,2,1,1,3,1,1,4,121
335998,7,2,2,3,1,1,17,18,4
335998,7,3,1,1,3,1,1,4,121
335998,7,3,2,3,1,1,17,18,4
335998,7,4,1,1,3,1,1,4,121
335998,7,4,2,3,1,2,18,17,4
335998,7,5,1,1,3,1,1,4,121
335998,7,5,2,3,1,2,18,17,4
335998,7,6,1,1,3,1,1,4,121
335998,7,6,2,3,1,1,17,18,4
335998,7,7,1,1,3,1,1,4,121
335998,8,1,1,1,3,1,1,4,435
335998,8,1,2,3,1,2,18,17,5
335998,8,2,1,1,3,5,4,1,435
335998,8,2,2,3,1,1,17,18,5
335998,8,3,1,1,3,6,5,1,435
335998,8,3,2,3,1,2,18,17,5
335998,8,4,1,1,3,6,5,1,435
335998,8,4,2,3,1,2,18,17,5
335998,8,5,1,1,3,6,5,1,435
335998,8,5,2,3,1,2,18,17,5
335998,8,6,1,1,3,6,5,1,435
335998,8,6,2,3,1,1,17,18,5
335998,8,7,2,3,1,1,17,18,5
335998,9,1,1,1,3,6,5,1,121
335998,9,1,2,3,1,1,17,18,82
335998,9,2,1,1,3,6,5,1,121
335998,9,2,2,3,1,1,17,18,82
335998,9,3,1,1,3,1,1,5,121
335998,9,3,2,3,1,2,18,20,82
335998,9,4,1,1,3,1,1,5,121
335998,9,4,2,3,1,2,18,20,82
335998,9,5,1,1,3,1,1,5,121
335998,9,5,2,3,1,3,20,18,82
335998,9,6,1,1,3,1,1,5,121
335998,9,6,2,3,1,3,20,18,82
335998,9,7,1,1,3,6,5,1,121
335998,10,1,1,1,3,6,5,1,119
335998,10,1,2,3,1,3,20,18,5
335998,10,2,1,1,3,1,1,5,119
335998,10,2,2,3,1,2,18,20,5
335998,10,3,1,1,3,1,1,5,119
335998,10,3,2,3,1,3,20,18,5
335998,10,4,1,1,3,7,63,5,119
335998,10,4,2,3,1,3,20,18,5
335998,10,5,1,1,3,7,63,5,119
335998,10,5,2,3,1,2,18,20,5
335998,10,6,1,1,3,6,5,63,119
335998,10,6,2,3,1,3,20,18,5
335998,11,1,1,1,3,6,5,63,121
335998,11,1,2,3,1,3,20,18,82
335998,11,2,1,1,3,7,63,5,121
335998,11,2,2,3,1,3,20,18,82
335998,11,3,1,1,3,6,5,63,121
335998,11,3,2,3,1,3,20,18,82
335998,11,4,1,1,3,6,5,63,121
335998,11,4,2,3,1,2,18,20,82
335998,11,5,1,1,3,6,5,63,121
335998,11,5,2,3,1,2,18,20,82
335998,11,6,1,1,3,7,63,5,121
335998,11,6,2,3,1,2,18,20,82
335998,12,1,1,1,3,6,5,63,435
335998,12,1,2,3,1,2,18,20,83
335998,12,2,1,1,3,6,5,63,435
335998,12,2,2,3,1,3,20,18,83
335998,12,3,1,1,3,7,63,5,435
335998,12,3,2,3,1,2,18,20,83
335998,12,4,1,1,3,6,5,63,435
335998,12,4,2,3,1,3,20,18,83
335998,12,5,1,1,3,7,63,5,435
335998,12,5,2,3,1,3,20,18,83
335998,12,6,1,1,3,6,5,63,435
335998,12,6,2,3,1,2,18,20,83
335998,13,1,1,1,3,7,63,5,22
335998,13,1,2,3,1,2,18,20,63
335998,13,2,1,1,3,7,63,5,22
335998,13,2,2,3,1,3,20,18,63
335998,13,3,1,1,3,7,63,5,22
335998,13,3,2,3,1,3,20,18,63
335998,13,4,1,1,3,6,5,63,22
335998,13,4,2,3,1,3,20,18,63
335998,13,5,1,1,3,6,5,63,22
335998,13,5,2,3,1,2,18,20,63
335998,13,6,1,1,3,7,63,5,22
335998,13,6,2,3,1,3,20,18,63
335998,14,1,1,1,3,6,5,63,119
335998,14,1,2,3,1,2,18,20,83
335998,14,2,1,1,3,7,63,5,119
335998,14,2,2,3,1,3,20,18,83
335998,14,3,1,1,3,7,63,5,119
335998,14,3,2,3,1,3,20,18,83
335998,14,4,1,1,3,7,63,5,119
335998,14,4,2,3,1,2,18,20,83
335998,14,5,1,1,3,6,5,63,119
335998,14,5,2,3,1,3,20,18,83
335998,14,6,1,1,3,7,63,5,119
335998,14,6,2,3,1,2,18,20,83
335998,15,1,1,1,3,6,5,63,435
335998,15,1,2,3,1,3,20,18,63
335998,15,2,1,1,3,6,5,63,435
335998,15,2,2,3,1,2,18,20,63
335998,15,3,1,1,3,7,63,5,435
335998,15,3,2,3,1,3,20,18,63
335998,15,4,1,1,3,6,5,63,435
335998,15,4,2,3,1,3,20,18,63
335998,15,5,1,1,3,8,82,63,435
335998,15,5,2,3,1,3,20,18,63
335998,15,6,1,1,3,8,82,63,435
335998,15,6,2,3,1,3,20,18,63
335998,16,1,1,1,3,7,63,82,121
335998,16,1,2,3,1,2,18,20,84
335998,16,2,1,1,3,8,82,63,121
335998,16,2,2,3,1,2,18,20,84
335998,16,3,1,1,3,7,63,82,121
335998,16,3,2,3,1,2,18,20,84
335998,16,4,1,1,3,7,63,82,121
335998,16,4,2,3,1,2,18,20,84
335998,16,5,1,1,3,7,63,82,121
335998,16,5,2,3,1,2,18,20,84
335998,16,6,1,1,3,7,63,82,121
335998,16,6,2,3,1,3,20,18,84
335998,16,7,1,1,3,8,82,63,121
335998,16,7,2,3,1,2,18,20,84
335998,17,1,1,1,3,7,63,82,119
335998,17,1,2,3,1,2,18,20,83
335998,17,2,1,1,3,7,63,82,119
335998,17,2,2,3,1,2,18,20,83
335998,17,3,1,1,3,8,82,63,119
335998,17,3,2,3,1,3,20,18,83
335998,17,4,1,1,3,7,63,82,119
335998,17,4,2,3,1,2,18,20,83
335998,17,5,1,1,3,7,63,82,119
335998,17,5,2,3,1,2,18,20,83
335998,17,6,1,1,3,8,82,63,119
335998,17,6,2,3,1,3,20,18,83
335998,17,7,1,1,3,8,82,63,119
335998,18,1,1,1,3,8,82,63,120
335998,18,2,1,1,3,8,82,63,120
335998,18,3,1,1,3,7,63,83,120
335998,18,4,1,1,3,9,83,63,120
335998,18,5,1,1,3,7,63,83,120
335998,18,6,1,1,3,9,83,63,120
335998,19,1,1,1,3,7,63,83,22
335998,19,2,1,1,3,9,83,63,22
335998,19,3,1,1,3,7,63,84,22
335998,19,4,1,1,3,10,84,63,22
335998,19,5,1,1,3,7,63,84,22
335998,19,6,1,1,3,7,63,84,22
335998,20,1,1,1,3,7,63,84,119
335998,20,2,1,1,3,7,63,84,119
335998,20,3,1,1,3,7,63,84,119
335998,20,4,1,1,3,10,84,63,119
335998,20,5,1,1,3,7,63,84,119
335998,20,6,1,1,3,7,63,84,119
335998,20,7,1,1,3,10,84,106,119
335999,1,1,1,7,8,1,43,44,61
335999,1,1,2,8,7,1,53,55,73
335999,1,2,1,7,8,1,43,44,61
335999,1,2,2,8,7,1,53,55,73
335999,1,3,1,7,8,1,43,44,61
335999,1,3,2,8,7,1,53,55,73
335999,1,4,1,7,8,1,43,44,61
335999,1,4,2,8,7,1,53,55,73
335999,1,5,1,7,8,2,44,43,61
335999,1,5,2,8,7,1,53,55,73
335999,1,6,1,7,8,2,44,43,61
335999,1,6,2,8,7,2,55,53,73
335999,1,7,1,7,8,2,44,43,61
335999,2,1,1,7,8,1,43,44,98
335999,2,1,2,8,7,2,55,53,49
335999,2,2,1,7,8,1,43,44,98
335999,2,2,2,8,7,1,53,55,49
335999,2,3,1,7,8,1,43,44,98
335999,2,3,2,8,7,1,53,55,49
335999,2,4,1,7,8,1,43,44,98
335999,2,4,2,8,7,1,53,55,49
335999,2,5,1,7,8,1,43,44,98
335999,2,5,2,8,7,2,55,53,49
335999,2,6,1,7,8,1,43,44,98
335999,2,6,2,8,7,2,55,53,49
335999,3,1,1,7,8,2,44,43,61
335999,3,1,2,8,7,1,53,55,73
335999,3,2,1,7,8,1,43,44,61
335999,3,2,2,8,7,1,53,55,73
335999,3,3,1,7,8,3,85,44,61
335999,3,3,2,8,7,1,53,55,73
335999,3,4,1,7,8,3,85,44,61
335999,3,4,2,8,7,2,55,53,73
335999,3,5,1,7,8,3,85,44,61
335999,3,5,2,8,7,2,55,53,73
335999,3,6,1,7,8,3,85,44,61
335999,3,6,2,8,7,2,55,53,73
335999,4,1,1,7,8,2,44,85,59
335999,4,1,2,8,7,1,53,55,80
335999,4,2,1,7,8,2,44,85,59
335999,4,2,2,8,7,1,53,55,80
335999,4,3,1,7,8,3,85,44,59
335999,4,3,2,8,7,1,53,55,80
335999,4,4,1,7,8,3,85,44,59
335999,4,4,2,8,7,1,53,55,80
335999,4,5,1,7,8,3,85,44,59
