match_id,over_id,ball_id,innings_no,team_batting,team_bowling,striker_batting_position,striker,non_striker,bowler
335989,3,1,2,6,5,1,40,42,126
335989,3,2,1,5,6,1,30,31,118
335989,3,2,2,6,5,1,40,42,126
335989,3,3,1,5,6,1,30,31,118
335989,3,3,2,6,5,1,40,42,126
335989,3,4,1,5,6,3,32,31,118
335989,3,4,2,6,5,1,40,42,126
335989,3,5,1,5,6,3,32,31,118
335989,3,5,2,6,5,3,42,40,126
335989,3,6,1,5,6,3,32,31,118
335989,3,6,2,6,5,3,42,40,126
335989,4,1,1,5,6,2,31,32,436
335989,4,1,2,6,5,1,40,42,32
335989,4,2,1,5,6,3,32,31,436
335989,4,2,2,6,5,3,42,40,32
335989,4,3,1,5,6,3,32,31,436
335989,4,3,2,6,5,3,42,40,32
335989,4,4,1,5,6,3,32,31,436
335989,4,4,2,6,5,3,42,40,32
335989,4,5,1,5,6,2,31,32,436
335989,4,5,2,6,5,1,40,42,32
335989,4,6,1,5,6,3,32,33,436
335989,4,6,2,6,5,1,40,42,32
335989,5,1,1,5,6,4,33,32,118
335989,5,1,2,6,5,3,42,40,126
335989,5,2,1,5,6,4,33,32,118
335989,5,2,2,6,5,3,42,40,126
335989,5,3,1,5,6,4,33,32,118
335989,5,3,2,6,5,1,40,42,126
335989,5,4,1,5,6,3,32,33,118
335989,5,4,2,6,5,1,40,42,126
335989,5,5,1,5,6,3,32,33,118
335989,5,5,2,6,5,1,40,42,126
335989,5,6,1,5,6,3,32,33,118
335989,5,6,2,6,5,1,40,42,126
335989,6,1,1,5,6,3,32,33,90
335989,6,1,2,6,5,1,40,42,39
335989,6,2,1,5,6,3,32,33,90
335989,6,2,2,6,5,1,40,42,39
335989,6,3,1,5,6,4,33,32,90
335989,6,3,2,6,5,1,40,42,39
335989,6,4,1,5,6,4,33,32,90
335989,6,4,2,6,5,3,42,40,39
335989,6,5,1,5,6,3,32,33,90
335989,6,5,2,6,5,3,42,40,39
335989,6,6,1,5,6,4,33,32,90
335989,6,6,2,6,5,3,42,40,39
335989,6,7,2,6,5,1,40,42,39
335989,7,1,1,5,6,3,32,33,89
335989,7,1,2,6,5,3,42,40,32
335989,7,2,1,5,6,3,32,33,89
335989,7,2,2,6,5,1,40,42,32
335989,7,3,1,5,6,4,33,34,89
335989,7,3,2,6,5,3,42,40,32
335989,7,4,1,5,6,4,33,34,89
335989,7,4,2,6,5,3,42,40,32
335989,7,5,1,5,6,4,33,34,89
335989,7,5,2,6,5,3,42,40,32
335989,7,6,1,5,6,4,33,34,89
335989,7,6,2,6,5,1,40,42,32
335989,8,1,1,5,6,4,33,34,90
335989,8,1,2,6,5,1,40,42,39
335989,8,2,1,5,6,5,34,33,90
335989,8,2,2,6,5,3,42,40,39
335989,8,3,1,5,6,4,33,34,90
335989,8,3,2,6,5,3,42,40,39
335989,8,4,1,5,6,5,34,33,90
335989,8,4,2,6,5,3,42,40,39
335989,8,5,1,5,6,6,35,33,90
335989,8,5,2,6,5,3,42,40,39
335989,8,6,1,5,6,6,35,33,90
335989,8,6,2,6,5,3,42,40,39
335989,8,7,2,6,5,3,42,40,39
335989,9,1,1,5,6,6,35,33,89
335989,9,1,2,6,5,1,40,42,38
335989,9,2,1,5,6,6,35,33,89
335989,9,2,2,6,5,1,40,42,38
335989,9,3,1,5,6,6,35,33,89
335989,9,3,2,6,5,3,42,40,38
335989,9,4,1,5,6,4,33,35,89
335989,9,4,2,6,5,3,42,40,38
335989,9,5,1,5,6,6,35,33,89
335989,9,5,2,6,5,3,42,40,38
335989,9,6,1,5,6,6,35,33,89
335989,9,6,2,6,5,1,40,42,38
335989,10,1,1,5,6,6,35,33,90
335989,10,1,2,6,5,1,40,42,31
335989,10,2,1,5,6,4,33,35,90
335989,10,2,2,6,5,1,40,42,31
335989,10,3,1,5,6,6,35,33,90
335989,10,3,2,6,5,1,40,42,31
335989,10,4,1,5,6,4,33,35,90
335989,10,4,2,6,5,1,40,42,31
335989,10,5,1,5,6,6,35,33,90
335989,10,5,2,6,5,3,42,40,31
335989,10,6,1,5,6,4,33,35,90
335989,10,6,2,6,5,1,40,42,31
335989,10,7,2,6,5,1,40,42,31
335989,11,1,1,5,6,4,33,35,89
335989,11,1,2,6,5,1,40,42,38
335989,11,2,1,5,6,4,33,35,89
335989,11,2,2,6,5,3,42,40,38
335989,11,3,1,5,6,4,33,35,89
335989,11,3,2,6,5,1,40,42,38
335989,11,4,1,5,6,7,36,35,89
335989,11,4,2,6,5,1,40,42,38
335989,11,5,1,5,6,6,35,36,89
335989,11,5,2,6,5,3,42,40,38
335989,11,6,1,5,6,6,35,36,89
335989,11,6,2,6,5,1,40,42,38
335989,12,1,1,5,6,6,35,36,175
335989,12,1,2,6,5,1,40,42,31
335989,12,2,1,5,6,6,35,36,175
335989,12,2,2,6,5,3,42,40,31
335989,12,3,1,5,6,6,35,36,175
335989,12,3,2,6,5,1,40,42,31
335989,12,4,1,5,6,7,36,35,175
335989,12,4,2,6,5,1,40,42,31
335989,12,5,1,5,6,7,36,35,175
335989,12,5,2,6,5,3,42,40,31
335989,12,6,1,5,6,6,35,36,175
335989,12,6,2,6,5,3,42,40,31
335989,13,1,1,5,6,7,36,35,89
335989,13,1,2,6,5,1,40,42,37
335989,13,2,1,5,6,8,37,35,89
335989,13,2,2,6,5,3,42,40,37
335989,13,3,1,5,6,8,37,35,89
335989,13,3,2,6,5,1,40,42,37
335989,13,4,1,5,6,6,35,37,89
335989,13,4,2,6,5,3,42,40,37
335989,13,5,1,5,6,8,37,35,89
335989,13,5,2,6,5,1,40,42,37
335989,13,6,1,5,6,8,37,35,89
335989,13,6,2,6,5,3,42,40,37
335989,13,7,1,5,6,6,35,37,89
335989,13,7,2,6,5,3,42,40,37
335989,14,1,1,5,6,6,35,37,436
335989,14,1,2,6,5,3,42,40,32
335989,14,2,1,5,6,6,35,37,436
335989,14,2,2,6,5,1,40,42,32
335989,14,3,1,5,6,8,37,35,436
335989,14,3,2,6,5,1,40,42,32
335989,14,4,1,5,6,6,35,37,436
335989,14,4,2,6,5,3,42,40,32
335989,14,5,1,5,6,6,35,37,436
335989,14,5,2,6,5,1,40,42,32
335989,14,6,1,5,6,8,37,35,436
335989,14,6,2,6,5,3,42,40,32
335989,15,1,1,5,6,6,35,37,175
335989,15,1,2,6,5,1,40,42,39
335989,15,2,1,5,6,6,35,37,175
335989,15,2,2,6,5,1,40,42,39
335989,15,3,1,5,6,9,38,37,175
335989,15,3,2,6,5,3,42,40,39
335989,15,4,1,5,6,9,38,37,175
335989,15,4,2,6,5,3,42,40,39
335989,15,5,1,5,6,8,37,38,175
