match_id,team1,team2,match_date,season_id,venue,toss_winner,toss_decision,win_type,win_margin,outcome_type,match_winner,man_of_the_match
980984,12,11,2016-05-10,9,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",11,bat,runs,4,Result,11,430
980986,2,7,2016-05-11,9,"M Chinnaswamy Stadium",7,field,wickets,6,Result,7,413
980988,11,6,2016-05-12,9,"Rajiv Gandhi International Stadium Uppal",6,field,wickets,7,Result,6,350
980990,7,4,2016-05-13,9,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",7,bat,wickets,7,Result,4,409
980992,2,13,2016-05-14,9,"M Chinnaswamy Stadium",13,field,runs,144,Result,2,110
980994,1,12,2016-05-14,9,"Eden Gardens",12,bat,wickets,8,Result,1,31
980996,4,11,2016-05-15,9,"Punjab Cricket Association IS Bindra Stadium Mohali",4,bat,wickets,7,Result,11,427
980998,7,6,2016-05-15,9,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",6,field,runs,80,Result,7,413
981000,1,2,2016-05-16,9,"Eden Gardens",2,field,wickets,9,Result,2,8
981002,12,6,2016-05-17,9,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",12,field,runs,19,Result,12,106
981004,2,4,2016-05-18,9,"M Chinnaswamy Stadium",4,field,runs,82,Result,2,8
981006,13,1,2016-05-19,9,"Green Park",13,field,wickets,6,Result,13,147
981008,6,11,2016-05-20,9,"Shaheed Veer Narayan Singh International Stadium",6,field,wickets,6,Result,6,339
981010,12,4,2016-05-21,9,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",4,bat,wickets,4,Result,12,20
981012,13,7,2016-05-21,9,"Green Park",13,field,wickets,6,Result,13,21
981014,1,11,2016-05-22,9,"Eden Gardens",11,field,runs,22,Result,1,31
981016,6,2,2016-05-22,9,"Shaheed Veer Narayan Singh International Stadium",2,field,wickets,6,Result,2,8
981018,13,2,2016-05-24,9,"M Chinnaswamy Stadium",2,field,wickets,4,Result,2,110
981020,11,1,2016-05-25,9,"Feroz Shah Kotla",1,field,runs,22,Result,11,163
981022,13,11,2016-05-27,9,"Feroz Shah Kotla",11,field,wickets,4,Result,11,187
981024,2,11,2016-05-29,9,"M Chinnaswamy Stadium",11,bat,runs,8,Result,11,385
